country,iso_code,region,year,population,gdp,energy_per_capita,primary_energy_consumption,renewables_share_energy,fossil_share_energy,solar_share_energy,wind_share_energy,hydro_share_energy,coal_share_energy,oil_share_energy,gas_share_energy,co2_emissions
Bangladesh,BGD,Asia,2011,179520000.0,420750000000.0,47.82,7.891,9.12,83.72,8.19,2.19,0.0,37.67,29.3,16.74,3.303
Bangladesh,BGD,Asia,2012,180840000.0,429000000000.0,50.17,8.278,12.56,83.74,9.47,3.61,0.0,37.68,29.31,16.75,3.466
Bangladesh,BGD,Asia,2013,182160000.0,437250000000.0,53.29,8.793,14.28,83.71,10.96,4.87,0.0,37.67,29.3,16.74,3.68
Bangladesh,BGD,Asia,2014,183480000.0,445500000000.0,53.61,8.846,13.26,85.64,13.2,3.32,0.0,38.54,29.98,17.13,3.788
Bangladesh,BGD,Asia,2015,184800000.0,453750000000.0,53.36,8.805,14.19,85.21,14.76,2.53,0.0,38.34,29.82,17.04,3.751
Bangladesh,BGD,Asia,2016,186120000.0,462000000000.0,56.27,9.284,11.76,82.0,16.38,2.05,0.0,36.9,28.7,16.4,3.807
Bangladesh,BGD,Asia,2017,187440000.0,470250000000.0,58.12,9.59,15.46,80.15,19.33,4.68,0.0,36.07,28.05,16.03,3.843
Bangladesh,BGD,Asia,2018,188760000.0,478500000000.0,58.17,9.598,16.67,82.03,21.04,2.9,0.0,36.91,28.71,16.41,3.936
Bangladesh,BGD,Asia,2019,190080000.0,486750000000.0,58.3,9.619,15.5,83.14,23.17,2.69,0.0,37.41,29.1,16.63,3.999
Bangladesh,BGD,Asia,2020,191400000.0,495000000000.0,60.33,9.954,17.23,82.95,26.31,3.64,0.0,37.33,29.03,16.59,4.129
Bangladesh,BGD,Asia,2021,192720000.0,503250000000.0,63.16,10.422,14.78,83.67,29.65,4.18,0.0,37.65,29.28,16.73,4.36
Bangladesh,BGD,Asia,2022,194040000.0,511500000000.0,59.35,9.793,16.51,84.42,31.94,3.16,0.0,37.99,29.55,16.88,4.134
Bangladesh,BGD,Asia,2023,195360000.0,519750000000.0,61.17,10.093,20.48,82.76,34.84,4.81,0.0,37.24,28.97,16.55,4.177
Vietnam,VNM,Asia,2000,97000000.0,271600000000.0,53.7,5.208,30.58,66.96,0.0,9.25,21.33,30.13,23.44,13.39,1.744
Vietnam,VNM,Asia,2001,97776000.0,278390000000.0,57.14,5.543,34.62,63.73,0.41,7.22,26.98,28.68,22.3,12.75,1.766
Vietnam,VNM,Asia,2002,98552000.0,285180000000.0,56.85,5.514,33.86,66.9,0.11,8.1,25.65,30.1,23.41,13.38,1.844
Vietnam,VNM,Asia,2003,99328000.0,291970000000.0,58.89,5.713,30.51,65.14,0.65,7.43,22.43,29.31,22.8,13.03,1.861
Vietnam,VNM,Asia,2004,100104000.0,298760000000.0,61.2,5.937,32.16,63.59,1.09,7.67,23.4,28.62,22.26,12.72,1.888
Vietnam,VNM,Asia,2005,100880000.0,305550000000.0,63.26,6.137,34.81,66.57,1.69,9.7,23.42,29.96,23.3,13.31,2.043
Vietnam,VNM,Asia,2006,101656000.0,312340000000.0,61.55,5.97,34.92,60.72,2.3,7.99,24.63,27.32,21.25,12.14,1.812
Vietnam,VNM,Asia,2007,102432000.0,319130000000.0,62.77,6.089,36.94,63.05,4.37,9.04,23.54,28.37,22.07,12.61,1.92
Vietnam,VNM,Asia,2008,103208000.0,325920000000.0,65.41,6.344,35.83,58.53,5.2,8.89,21.73,26.34,20.49,11.71,1.857
Vietnam,VNM,Asia,2009,103984000.0,332710000000.0,68.89,6.683,31.52,61.55,6.65,8.73,16.15,27.7,21.54,12.31,2.056
Vietnam,VNM,Asia,2010,104760000.0,339500000000.0,65.99,6.401,37.51,59.92,8.22,8.99,20.31,26.96,20.97,11.98,1.918
Vietnam,VNM,Asia,2011,105536000.0,346290000000.0,72.32,7.015,39.57,62.6,10.01,10.27,19.29,28.17,21.91,12.52,2.196
Vietnam,VNM,Asia,2012,106312000.0,353080000000.0,70.74,6.862,36.96,64.16,11.21,10.85,14.89,28.87,22.46,12.83,2.201
Vietnam,VNM,Asia,2013,107088000.0,359870000000.0,75.5,7.324,40.3,57.66,13.29,9.34,17.68,25.95,20.18,11.53,2.112
Vietnam,VNM,Asia,2014,107864000.0,366660000000.0,73.68,7.147,38.52,62.15,15.0,8.13,15.4,27.97,21.75,12.43,2.221
Vietnam,VNM,Asia,2015,108640000.0,373450000000.0,79.19,7.682,38.35,60.88,17.83,9.53,10.99,27.4,21.31,12.18,2.338
Vietnam,VNM,Asia,2016,109416000.0,380240000000.0,74.61,7.237,39.4,58.74,21.07,9.59,8.75,26.43,20.56,11.75,2.126
Vietnam,VNM,Asia,2017,110192000.0,387030000000.0,76.98,7.467,41.31,60.01,22.81,10.5,8.0,27.01,21.0,12.0,2.24
Vietnam,VNM,Asia,2018,110968000.0,393820000000.0,83.05,8.056,42.88,60.51,25.99,10.78,6.11,27.23,21.18,12.1,2.438
Vietnam,VNM,Asia,2019,111744000.0,400610000000.0,81.73,7.928,42.76,55.73,28.82,9.92,4.03,25.08,19.5,11.15,2.209
Vietnam,VNM,Asia,2020,112520000.0,407400000000.0,77.98,7.564,43.16,56.85,31.91,10.38,0.87,25.58,19.9,11.37,2.15
Vietnam,VNM,Asia,2021,113296000.0,414190000000.0,84.68,8.214,42.21,58.55,35.38,9.27,0.0,26.35,20.49,11.71,2.405
Vietnam,VNM,Asia,2022,114072000.0,420980000000.0,88.29,8.564,39.9,61.72,38.63,9.39,0.0,27.77,21.6,12.34,2.643
Vietnam,VNM,Asia,2023,114848000.0,427770000000.0,91.16,8.842,41.81,56.52,40.0,10.64,0.0,25.43,19.78,11.3,2.499
Thailand,THA,Asia,2000,70000000.0,490000000000.0,143.23,10.026,21.78,80.1,0.71,4.84,16.24,36.04,28.03,16.02,4.015
Thailand,THA,Asia,2001,70560000.0,502250000000.0,152.18,10.652,19.06,75.87,1.21,6.05,11.79,34.14,26.56,15.17,4.041
Thailand,THA,Asia,2002,71120000.0,514500000000.0,147.38,10.317,16.67,80.0,1.11,4.52,11.04,36.0,28.0,16.0,4.127
Thailand,THA,Asia,2003,71680000.0,526750000000.0,153.06,10.715,20.32,81.85,1.67,4.03,14.62,36.83,28.65,16.37,4.385
Thailand,THA,Asia,2004,72240000.0,539000000000.0,148.81,10.417,23.02,84.91,2.6,6.0,14.42,38.21,29.72,16.98,4.423
Thailand,THA,Asia,2005,72800000.0,551250000000.0,166.59,11.661,21.28,77.16,1.82,4.55,14.91,34.72,27.01,15.43,4.499
Thailand,THA,Asia,2006,73360000.0,563500000000.0,164.63,11.524,19.67,73.96,2.71,2.85,14.11,33.28,25.89,14.79,4.262
Thailand,THA,Asia,2007,73920000.0,575750000000.0,172.61,12.083,16.89,76.92,4.25,4.58,8.05,34.62,26.92,15.38,4.647
Thailand,THA,Asia,2008,74480000.0,588000000000.0,170.38,11.927,21.42,77.25,4.89,3.99,12.54,34.76,27.04,15.45,4.607
Thailand,THA,Asia,2009,75040000.0,600250000000.0,168.99,11.829,16.5,75.61,6.6,4.76,5.15,34.02,26.46,15.12,4.472
Thailand,THA,Asia,2010,75600000.0,612500000000.0,176.04,12.323,19.54,74.55,7.63,4.81,7.11,33.55,26.09,14.91,4.594
Thailand,THA,Asia,2011,76160000.0,624750000000.0,175.73,12.301,21.82,77.57,8.77,5.37,7.68,34.9,27.15,15.51,4.771
Thailand,THA,Asia,2012,76720000.0,637000000000.0,186.28,13.039,20.37,72.12,11.4,4.41,4.56,32.46,25.24,14.42,4.702
Thailand,THA,Asia,2013,77280000.0,649250000000.0,194.4,13.608,22.09,74.96,12.05,6.32,3.71,33.73,26.24,14.99,5.1
Thailand,THA,Asia,2014,77840000.0,661500000000.0,172.9,12.103,21.25,72.83,14.31,4.5,2.44,32.77,25.49,14.57,4.407
Thailand,THA,Asia,2015,78400000.0,673750000000.0,192.37,13.466,25.56,74.34,16.27,5.7,3.59,33.45,26.02,14.87,5.005
Thailand,THA,Asia,2016,78960000.0,686000000000.0,197.76,13.843,26.49,71.2,18.02,7.55,0.91,32.04,24.92,14.24,4.928
Thailand,THA,Asia,2017,79520000.0,698250000000.0,198.88,13.921,26.79,79.72,19.95,7.09,0.0,35.87,27.9,15.94,5.549
Thailand,THA,Asia,2018,80080000.0,710500000000.0,204.19,14.293,26.19,74.66,22.14,5.53,0.0,33.6,26.13,14.93,5.336
Thailand,THA,Asia,2019,80640000.0,722750000000.0,212.46,14.872,29.19,74.29,24.97,7.06,0.0,33.43,26.0,14.86,5.524
Thailand,THA,Asia,2020,81200000.0,735000000000.0,212.01,14.84,27.25,71.14,27.76,5.82,0.0,32.01,24.9,14.23,5.279
Thailand,THA,Asia,2021,81760000.0,747250000000.0,205.88,14.412,27.51,73.29,29.92,7.93,0.0,32.98,25.65,14.66,5.281
Thailand,THA,Asia,2022,82320000.0,759500000000.0,216.06,15.124,26.16,69.27,33.25,6.09,0.0,31.17,24.25,13.85,5.238
Thailand,THA,Asia,2023,82880000.0,771750000000.0,217.93,15.255,27.27,67.99,36.05,6.51,0.0,30.59,23.79,13.6,5.186
Malaysia,MYS,Asia,2000,33000000.0,396000000000.0,226.24,7.466,13.6,86.36,1.25,4.71,7.64,38.86,30.23,17.27,3.224
Malaysia,MYS,Asia,2001,33264000.0,405900000000.0,254.41,8.396,17.15,82.81,0.97,3.9,12.28,37.27,28.98,16.56,3.476
Malaysia,MYS,Asia,2002,33528000.0,415800000000.0,253.67,8.371,18.71,82.08,0.8,5.91,12.0,36.93,28.73,16.42,3.435
Malaysia,MYS,Asia,2003,33792000.0,425700000000.0,256.98,8.48,17.5,80.78,1.13,4.45,11.92,36.35,28.27,16.16,3.425
Malaysia,MYS,Asia,2004,34056000.0,435600000000.0,271.02,8.944,15.18,84.31,1.37,3.73,10.08,37.94,29.51,16.86,3.77
Malaysia,MYS,Asia,2005,34320000.0,445500000000.0,268.38,8.856,16.59,83.97,2.61,4.38,9.6,37.79,29.39,16.79,3.719
Malaysia,MYS,Asia,2006,34584000.0,455400000000.0,263.33,8.69,16.05,84.03,3.64,5.64,6.77,37.81,29.41,16.81,3.651
Malaysia,MYS,Asia,2007,34848000.0,465300000000.0,278.15,9.179,17.56,76.79,3.82,3.35,10.39,34.55,26.87,15.36,3.524
Malaysia,MYS,Asia,2008,35112000.0,475200000000.0,289.79,9.563,18.2,82.13,4.63,4.86,8.72,36.96,28.75,16.43,3.927
Malaysia,MYS,Asia,2009,35376000.0,485100000000.0,287.52,9.488,17.15,83.47,5.46,5.94,5.75,37.56,29.21,16.69,3.96
Malaysia,MYS,Asia,2010,35640000.0,495000000000.0,311.45,10.278,19.35,81.66,6.95,4.73,7.67,36.75,28.58,16.33,4.197
Malaysia,MYS,Asia,2011,35904000.0,504900000000.0,314.18,10.368,19.67,79.85,8.16,4.92,6.58,35.93,27.95,15.97,4.139
Malaysia,MYS,Asia,2012,36168000.0,514800000000.0,314.92,10.392,23.49,79.59,9.96,4.35,9.18,35.81,27.86,15.92,4.136
Malaysia,MYS,Asia,2013,36432000.0,524700000000.0,313.09,10.332,21.43,78.29,10.17,5.6,5.66,35.23,27.4,15.66,4.044
Malaysia,MYS,Asia,2014,36696000.0,534600000000.0,316.74,10.452,23.34,78.3,12.83,6.83,3.68,35.24,27.41,15.66,4.092
Malaysia,MYS,Asia,2015,36960000.0,544500000000.0,323.57,10.678,22.57,76.83,14.52,5.73,2.32,34.57,26.89,15.37,4.102
Malaysia,MYS,Asia,2016,37224000.0,554400000000.0,317.49,10.477,22.92,76.9,16.49,5.3,1.13,34.6,26.91,15.38,4.028
Malaysia,MYS,Asia,2017,37488000.0,564300000000.0,352.12,11.62,21.8,76.59,18.8,4.74,0.0,34.47,26.81,15.32,4.45
Malaysia,MYS,Asia,2018,37752000.0,574200000000.0,337.91,11.151,22.5,75.77,19.98,5.45,0.0,34.1,26.52,15.15,4.225
Malaysia,MYS,Asia,2019,38016000.0,584100000000.0,373.26,12.318,23.24,77.01,23.03,5.47,0.0,34.65,26.95,15.4,4.743
Malaysia,MYS,Asia,2020,38280000.0,594000000000.0,353.68,11.672,22.68,74.35,25.31,5.19,0.0,33.46,26.02,14.87,4.339
Malaysia,MYS,Asia,2021,38544000.0,603900000000.0,361.43,11.927,28.83,74.26,27.82,7.14,0.0,33.42,25.99,14.85,4.429
Malaysia,MYS,Asia,2022,38808000.0,613800000000.0,344.92,11.382,25.09,77.92,30.44,3.89,0.0,35.06,27.27,15.58,4.434
Malaysia,MYS,Asia,2023,39072000.0,623700000000.0,343.89,11.348,27.19,71.87,32.8,7.37,0.0,32.34,25.15,14.37,4.078
Philippines,PHL,Asia,2000,112000000.0,392000000000.0,67.96,7.612,25.82,68.03,0.1,6.57,19.16,30.61,23.81,13.61,2.589
Philippines,PHL,Asia,2001,112896000.0,401800000000.0,69.91,7.829,29.42,63.94,0.0,6.23,23.19,28.77,22.38,12.79,2.503
Philippines,PHL,Asia,2002,113792000.0,411600000000.0,69.4,7.773,27.79,70.9,0.18,6.99,20.61,31.91,24.82,14.18,2.755
Philippines,PHL,Asia,2003,114688000.0,421400000000.0,75.98,8.51,33.02,67.99,0.87,6.45,25.7,30.6,23.8,13.6,2.893
Philippines,PHL,Asia,2004,115584000.0,431200000000.0,79.72,8.929,31.43,68.6,0.19,6.48,24.75,30.87,24.01,13.72,3.063
Philippines,PHL,Asia,2005,116480000.0,441000000000.0,79.4,8.893,33.91,69.1,2.0,8.49,23.42,31.1,24.19,13.82,3.073
Philippines,PHL,Asia,2006,117376000.0,450800000000.0,81.72,9.152,33.32,66.69,1.96,6.77,24.6,30.01,23.34,13.34,3.052
Philippines,PHL,Asia,2007,118272000.0,460600000000.0,85.84,9.614,33.91,66.87,3.05,8.4,22.47,30.09,23.4,13.37,3.214
Philippines,PHL,Asia,2008,119168000.0,470400000000.0,85.76,9.605,33.26,66.04,3.86,8.34,21.06,29.72,23.11,13.21,3.172
Philippines,PHL,Asia,2009,120064000.0,480200000000.0,87.02,9.746,32.24,71.26,5.2,8.0,19.04,32.07,24.94,14.25,3.473
Philippines,PHL,Asia,2010,120960000.0,490000000000.0,84.63,9.479,32.77,66.94,7.61,8.43,16.73,30.12,23.43,13.39,3.173
Philippines,PHL,Asia,2011,121856000.0,499800000000.0,89.0,9.968,31.11,69.02,9.11,6.89,15.11,31.06,24.16,13.8,3.44
Philippines,PHL,Asia,2012,122752000.0,509600000000.0,90.2,10.103,32.64,67.35,10.74,8.1,13.8,30.31,23.57,13.47,3.402
Philippines,PHL,Asia,2013,123648000.0,519400000000.0,89.63,10.039,34.23,61.49,12.34,9.49,12.41,27.67,21.52,12.3,3.086
Philippines,PHL,Asia,2014,124544000.0,529200000000.0,91.44,10.241,33.04,62.41,14.03,6.24,12.77,28.09,21.84,12.48,3.196
Philippines,PHL,Asia,2015,125440000.0,539000000000.0,96.05,10.758,33.32,62.85,16.12,8.7,8.51,28.28,22.0,12.57,3.381
Philippines,PHL,Asia,2016,126336000.0,548800000000.0,100.86,11.296,31.93,66.75,19.23,7.2,5.5,30.04,23.36,13.35,3.77
Philippines,PHL,Asia,2017,127232000.0,558600000000.0,104.27,11.678,34.48,64.46,20.84,9.22,4.41,29.01,22.56,12.89,3.764
Philippines,PHL,Asia,2018,128128000.0,568400000000.0,100.87,11.297,34.97,60.77,23.48,9.95,1.54,27.35,21.27,12.15,3.433
Philippines,PHL,Asia,2019,129024000.0,578200000000.0,100.2,11.222,34.15,63.64,25.32,7.75,1.08,28.64,22.28,12.73,3.571
Philippines,PHL,Asia,2020,129920000.0,588000000000.0,107.22,12.008,33.96,61.1,28.56,7.18,0.0,27.49,21.38,12.22,3.668
Philippines,PHL,Asia,2021,130816000.0,597800000000.0,106.12,11.885,35.87,64.16,31.04,8.5,0.0,28.87,22.46,12.83,3.813
Philippines,PHL,Asia,2022,131712000.0,607600000000.0,109.75,12.292,34.07,63.34,34.79,8.11,0.0,28.5,22.17,12.67,3.893
Philippines,PHL,Asia,2023,132608000.0,617400000000.0,110.76,12.405,35.75,64.26,38.4,8.6,0.0,28.92,22.49,12.85,3.986
Ukraine,UKR,Europe,2000,44000000.0,176000000000.0,77.42,3.406,21.79,77.44,0.0,4.68,17.1,34.85,27.1,15.49,1.319
Ukraine,UKR,Europe,2001,44352000.0,180400000000.0,86.18,3.792,21.24,76.45,0.46,4.91,15.87,34.4,26.76,15.29,1.45
Ukraine,UKR,Europe,2002,44704000.0,184800000000.0,84.5,3.718,20.56,75.81,0.46,5.61,14.49,34.12,26.53,15.16,1.409
Ukraine,UKR,Europe,2003,45056000.0,189200000000.0,80.68,3.55,19.98,74.96,0.17,4.68,15.14,33.73,26.24,14.99,1.331
Ukraine,UKR,Europe,2004,45408000.0,193600000000.0,90.71,3.991,24.12,77.51,1.13,5.38,17.61,34.88,27.13,15.5,1.547
Ukraine,UKR,Europe,2005,45760000.0,198000000000.0,87.46,3.848,24.08,70.1,1.19,5.46,17.43,31.54,24.53,14.02,1.349
Ukraine,UKR,Europe,2006,46112000.0,202400000000.0,87.38,3.845,24.7,72.41,0.89,6.58,17.24,32.59,25.35,14.48,1.392
Ukraine,UKR,Europe,2007,46464000.0,206800000000.0,95.67,4.209,25.5,71.92,2.6,7.05,15.84,32.36,25.17,14.38,1.514
Ukraine,UKR,Europe,2008,46816000.0,211200000000.0,99.44,4.375,23.83,72.77,3.15,5.36,15.32,32.75,25.47,14.55,1.592
Ukraine,UKR,Europe,2009,47168000.0,215600000000.0,96.02,4.225,24.86,71.93,4.67,6.44,13.76,32.37,25.18,14.39,1.52
Ukraine,UKR,Europe,2010,47520000.0,220000000000.0,100.41,4.418,25.26,69.34,4.03,7.31,13.92,31.2,24.27,13.87,1.532
Ukraine,UKR,Europe,2011,47872000.0,224400000000.0,102.9,4.528,22.04,75.26,5.98,4.73,11.33,33.87,26.34,15.05,1.704
Ukraine,UKR,Europe,2012,48224000.0,228800000000.0,104.62,4.603,27.57,69.49,6.87,6.28,14.42,31.27,24.32,13.9,1.599
Ukraine,UKR,Europe,2013,48576000.0,233200000000.0,106.46,4.684,26.28,67.61,7.83,7.16,11.3,30.43,23.66,13.52,1.584
Ukraine,UKR,Europe,2014,48928000.0,237600000000.0,106.27,4.676,29.73,70.78,9.47,8.27,11.99,31.85,24.77,14.16,1.655
Ukraine,UKR,Europe,2015,49280000.0,242000000000.0,113.56,4.997,26.72,67.85,10.09,7.62,9.01,30.53,23.75,13.57,1.695
Ukraine,UKR,Europe,2016,49632000.0,246400000000.0,113.17,4.98,31.1,67.68,12.29,7.65,11.16,30.45,23.69,13.54,1.685
Ukraine,UKR,Europe,2017,49984000.0,250800000000.0,115.85,5.097,29.16,68.32,14.0,8.17,7.0,30.74,23.91,13.66,1.741
Ukraine,UKR,Europe,2018,50336000.0,255200000000.0,107.31,4.721,29.7,66.62,15.04,7.63,7.03,29.98,23.32,13.32,1.573
Ukraine,UKR,Europe,2019,50688000.0,259600000000.0,116.76,5.137,30.79,64.49,17.3,5.48,8.0,29.02,22.57,12.9,1.657
Ukraine,UKR,Europe,2020,51040000.0,264000000000.0,123.41,5.43,28.52,70.55,19.45,6.23,2.84,31.75,24.69,14.11,1.915
Ukraine,UKR,Europe,2021,51392000.0,268400000000.0,122.38,5.385,31.83,66.01,20.39,7.47,3.97,29.7,23.1,13.2,1.777
Ukraine,UKR,Europe,2022,51744000.0,272800000000.0,121.91,5.364,27.1,67.8,22.16,6.22,0.0,30.51,23.73,13.56,1.818
Ukraine,UKR,Europe,2023,52096000.0,277200000000.0,124.71,5.487,34.35,66.45,25.28,9.09,0.0,29.9,23.26,13.29,1.823
Romania,ROU,Europe,2000,19000000.0,266000000000.0,285.71,5.429,28.45,71.1,0.46,5.17,22.81,32.0,24.89,14.22,1.93
Romania,ROU,Europe,2001,19152000.0,272650000000.0,291.14,5.532,26.68,69.85,0.75,8.17,17.76,31.43,24.45,13.97,1.932
Romania,ROU,Europe,2002,19304000.0,279300000000.0,296.62,5.636,27.87,71.6,1.03,8.24,18.61,32.22,25.06,14.32,2.018
Romania,ROU,Europe,2003,19456000.0,285950000000.0,286.99,5.453,26.99,66.29,1.63,7.41,17.95,29.83,23.2,13.26,1.807
Romania,ROU,Europe,2004,19608000.0,292600000000.0,318.74,6.056,33.44,70.29,2.38,7.78,23.28,31.63,24.6,14.06,2.129
Romania,ROU,Europe,2005,19760000.0,299250000000.0,316.02,6.004,31.87,69.1,1.96,8.36,21.56,31.09,24.18,13.82,2.074
Romania,ROU,Europe,2006,19912000.0,305900000000.0,327.26,6.218,33.18,70.5,3.17,9.14,20.87,31.73,24.68,14.1,2.192
Romania,ROU,Europe,2007,20064000.0,312550000000.0,315.24,5.989,30.12,69.08,3.98,8.58,17.55,31.09,24.18,13.82,2.069
Romania,ROU,Europe,2008,20216000.0,319200000000.0,341.58,6.49,32.05,65.53,4.15,7.98,19.92,29.49,22.93,13.11,2.126
Romania,ROU,Europe,2009,20368000.0,325850000000.0,352.07,6.689,32.75,65.71,4.96,8.19,19.61,29.57,23.0,13.14,2.198
Romania,ROU,Europe,2010,20520000.0,332500000000.0,345.18,6.559,30.43,65.34,6.83,8.46,15.14,29.4,22.87,13.07,2.143
Romania,ROU,Europe,2011,20672000.0,339150000000.0,333.76,6.341,31.17,68.33,8.53,6.6,16.04,30.75,23.91,13.67,2.166
Romania,ROU,Europe,2012,20824000.0,345800000000.0,368.51,7.002,30.51,62.66,8.78,7.41,14.32,28.2,21.93,12.53,2.194
Romania,ROU,Europe,2013,20976000.0,352450000000.0,378.32,7.188,35.03,66.01,10.74,8.69,15.61,29.7,23.1,13.2,2.372
Romania,ROU,Europe,2014,21128000.0,359100000000.0,367.39,6.98,36.2,63.95,11.64,8.87,15.69,28.78,22.38,12.79,2.232
Romania,ROU,Europe,2015,21280000.0,365750000000.0,389.02,7.391,33.69,65.47,13.39,7.52,12.77,29.46,22.91,13.09,2.42
Romania,ROU,Europe,2016,21432000.0,372400000000.0,416.4,7.912,37.11,65.43,15.32,10.46,11.33,29.44,22.9,13.09,2.588
Romania,ROU,Europe,2017,21584000.0,379050000000.0,398.36,7.569,32.62,65.61,17.85,7.6,7.17,29.53,22.97,13.12,2.483
Romania,ROU,Europe,2018,21736000.0,385700000000.0,395.3,7.511,37.72,64.74,19.44,10.17,8.1,29.13,22.66,12.95,2.431
Romania,ROU,Europe,2019,21888000.0,392350000000.0,410.29,7.795,36.69,62.78,21.22,9.94,5.54,28.25,21.97,12.56,2.447
Romania,ROU,Europe,2020,22040000.0,399000000000.0,412.47,7.837,40.59,59.4,23.27,10.52,6.8,26.73,20.79,11.88,2.328
Romania,ROU,Europe,2021,22192000.0,405650000000.0,432.26,8.213,36.93,62.58,26.24,9.0,1.69,28.16,21.9,12.52,2.57
Romania,ROU,Europe,2022,22344000.0,412300000000.0,421.42,8.007,39.24,64.09,29.01,9.73,0.51,28.84,22.43,12.82,2.566
Romania,ROU,Europe,2023,22496000.0,418950000000.0,433.89,8.244,35.99,62.72,30.88,9.65,0.0,28.22,21.95,12.54,2.585
Czech Republic,CZE,Europe,2000,10700000.0,278200000000.0,523.42,5.601,21.44,76.21,1.57,6.15,13.71,34.29,26.67,15.24,2.134
Czech Republic,CZE,Europe,2001,10785600.0,285155000000.0,556.22,5.952,20.14,75.19,1.82,5.05,13.27,33.84,26.32,15.04,2.238
Czech Republic,CZE,Europe,2002,10871200.0,292110000000.0,536.43,5.74,18.27,78.92,1.95,3.82,12.5,35.51,27.62,15.78,2.265
Czech Republic,CZE,Europe,2003,10956800.0,299065000000.0,549.5,5.88,16.95,80.6,2.34,5.07,9.54,36.27,28.21,16.12,2.369
Czech Republic,CZE,Europe,2004,11042400.0,306020000000.0,585.45,6.264,17.77,76.6,2.84,4.25,10.68,34.47,26.81,15.32,2.399
Czech Republic,CZE,Europe,2005,11128000.0,312975000000.0,576.93,6.173,22.22,78.1,3.66,4.47,14.08,35.14,27.33,15.62,2.411
Czech Republic,CZE,Europe,2006,11213600.0,319930000000.0,559.04,5.982,21.0,77.0,3.46,5.24,12.3,34.65,26.95,15.4,2.303
Czech Republic,CZE,Europe,2007,11299200.0,326885000000.0,618.73,6.62,20.49,78.15,4.38,6.43,9.68,35.17,27.35,15.63,2.587
Czech Republic,CZE,Europe,2008,11384800.0,333840000000.0,648.55,6.94,23.35,78.49,4.94,4.75,13.67,35.32,27.47,15.7,2.723
Czech Republic,CZE,Europe,2009,11470400.0,340795000000.0,650.12,6.956,21.22,75.85,5.73,4.47,11.03,34.13,26.55,15.17,2.638
Czech Republic,CZE,Europe,2010,11556000.0,347750000000.0,640.01,6.848,18.31,77.41,6.75,4.63,6.92,34.83,27.09,15.48,2.65
Czech Republic,CZE,Europe,2011,11641600.0,354705000000.0,662.67,7.091,25.07,68.5,7.59,6.16,11.32,30.82,23.97,13.7,2.428
Czech Republic,CZE,Europe,2012,11727200.0,361660000000.0,691.65,7.401,26.67,72.05,8.62,7.02,11.02,32.42,25.22,14.41,2.666
Czech Republic,CZE,Europe,2013,11812800.0,368615000000.0,711.66,7.615,22.32,72.01,10.49,6.0,5.82,32.41,25.2,14.4,2.742
Czech Republic,CZE,Europe,2014,11898400.0,375570000000.0,719.64,7.7,23.01,73.9,10.64,5.07,7.29,33.26,25.87,14.78,2.845
Czech Republic,CZE,Europe,2015,11984000.0,382525000000.0,671.73,7.187,25.57,70.34,11.47,3.56,10.54,31.65,24.62,14.07,2.528
Czech Republic,CZE,Europe,2016,12069600.0,389480000000.0,758.34,8.114,25.21,71.98,14.42,6.94,3.85,32.39,25.19,14.4,2.92
Czech Republic,CZE,Europe,2017,12155200.0,396435000000.0,705.06,7.544,22.61,72.02,16.3,5.42,0.88,32.41,25.21,14.4,2.717
Czech Republic,CZE,Europe,2018,12240800.0,403390000000.0,768.1,8.219,27.08,71.83,17.21,7.47,2.39,32.32,25.14,14.37,2.952
Czech Republic,CZE,Europe,2019,12326400.0,410345000000.0,772.66,8.267,25.63,69.51,19.92,5.61,0.1,31.28,24.33,13.9,2.873
Czech Republic,CZE,Europe,2020,12412000.0,417300000000.0,768.97,8.228,26.13,69.91,21.5,7.25,0.0,31.46,24.47,13.98,2.876
Czech Republic,CZE,Europe,2021,12497600.0,424255000000.0,772.63,8.267,25.85,74.03,22.78,6.5,0.0,33.31,25.91,14.81,3.06
Czech Republic,CZE,Europe,2022,12583200.0,431210000000.0,780.49,8.351,24.3,71.31,25.13,6.9,0.0,32.09,24.96,14.26,2.978
Czech Republic,CZE,Europe,2023,12668800.0,438165000000.0,840.17,8.99,29.39,72.21,26.61,7.6,0.0,32.5,25.27,14.44,3.246
Belgium,BEL,Europe,2000,11500000.0,540500000000.0,920.27,10.583,28.85,67.94,2.91,6.17,19.76,30.57,23.78,13.59,3.595
Belgium,BEL,Europe,2001,11592000.0,544824000000.0,906.48,10.425,28.84,62.75,3.31,6.73,18.81,28.24,21.96,12.55,3.271
Belgium,BEL,Europe,2002,11684000.0,549148000000.0,970.14,11.157,31.36,66.21,3.13,7.65,20.57,29.79,23.17,13.24,3.693
Belgium,BEL,Europe,2003,11776000.0,553472000000.0,966.21,11.111,32.32,66.5,3.3,7.61,21.42,29.93,23.28,13.3,3.695
Belgium,BEL,Europe,2004,11868000.0,557796000000.0,986.9,11.349,28.85,64.94,3.27,7.79,17.79,29.22,22.73,12.99,3.685
Belgium,BEL,Europe,2005,11960000.0,562120000000.0,1005.62,11.565,34.99,62.29,3.99,8.71,22.29,28.03,21.8,12.46,3.602
Belgium,BEL,Europe,2006,12052000.0,566444000000.0,995.67,11.45,33.79,63.73,4.25,8.53,21.01,28.68,22.31,12.75,3.649
